start	21	2019	8	1	0
	180374	224.437499	44.993921	1.007425e+05	0.000000e+00	0.000000e+00	0.000000e+00	2019	8	1	0
	180417	225.189076	45.389246	1.006667e+05	1.191542e+01	0.000000e+00	1.363232e-07	2019	8	1	3
	180334	225.567228	45.389246	1.007515e+05	1.186517e+01	0.000000e+00	1.858250e-07	2019	8	1	6
	180499	228.862667	46.375129	1.006721e+05	1.346899e+01	0.000000e+00	1.984841e-07	2019	8	1	9
	180499	228.862667	46.375129	1.006253e+05	1.347836e+01	0.000000e+00	1.821314e-07	2019	8	1	12
	180499	228.862667	46.375129	1.006031e+05	1.440617e+01	0.000000e+00	1.810287e-07	2019	8	1	15
	158654	229.423083	46.178227	1.006162e+05	1.458913e+01	0.000000e+00	1.882429e-07	2019	8	1	18
	159402	231.629474	48.141265	1.006228e+05	1.527430e+01	0.000000e+00	2.158165e-07	2019	8	1	21
	181249	231.689199	48.532313	1.006110e+05	1.489060e+01	0.000000e+00	2.381686e-07	2019	8	2	0
	159403	231.860997	48.336853	1.004923e+05	1.394353e+01	0.000000e+00	2.299348e-07	2019	8	2	3
	159405	232.500011	48.532314	1.005028e+05	1.385125e+01	0.000000e+00	2.214719e-07	2019	8	2	6
	181347	232.751207	51.062114	1.005517e+05	1.203055e+01	2.113557e+02	2.130607e-07	2019	8	2	9
	181449	231.838245	52.029805	1.006320e+05	1.278582e+01	5.245200e+01	1.318662e-07	2019	8	2	12
	181451	231.650256	52.223004	1.007475e+05	1.311206e+01	2.165596e+01	8.781677e-08	2019	8	2	15
	162332	243.995002	52.994710	1.005101e+05	4.580667e+00	1.134199e+03	7.019499e-08	2019	8	2	21
	161874	247.928604	50.868253	1.003876e+05	3.789568e+00	7.322239e+02	2.700463e-09	2019	8	3	3
	161875	248.253622	51.062137	1.004579e+05	4.924018e+00	7.264229e+02	4.094743e-09	2019	8	3	6
	162062	249.727758	52.416120	1.004536e+05	6.213083e+00	6.793107e+02	1.151486e-08	2019	8	3	9
	162070	251.325037	52.801969	1.005299e+05	6.048049e+00	5.668024e+02	1.235445e-08	2019	8	3	12
	160748	253.040241	52.994732	1.005357e+05	6.217334e+00	5.525565e+02	1.264558e-08	2019	8	3	15
	162129	253.994886	53.956914	1.004220e+05	6.310523e+00	5.295055e+02	3.009484e-08	2019	8	3	18
start	52	2019	8	1	0
	225172	328.349301	51.062119	9.976384e+04	0.000000e+00	0.000000e+00	0.000000e+00	2019	8	1	0
	225144	330.365876	51.836503	9.965724e+04	1.207362e+01	0.000000e+00	1.231648e-07	2019	8	1	3
	225144	330.365876	51.836503	9.960404e+04	1.480746e+01	0.000000e+00	1.590528e-07	2019	8	1	6
	227880	331.567188	52.609080	9.959051e+04	1.273974e+01	0.000000e+00	1.804530e-07	2019	8	1	9
	227884	332.185954	52.994706	9.962083e+04	1.356770e+01	0.000000e+00	1.071474e-07	2019	8	1	12
	227973	332.219412	53.572333	9.962139e+04	1.416302e+01	0.000000e+00	9.071913e-08	2019	8	1	15
	227986	332.396932	53.956885	9.957996e+04	1.421774e+01	0.000000e+00	8.672058e-08	2019	8	1	18
	228027	331.844943	55.299549	9.966782e+04	1.472789e+01	0.000000e+00	7.382415e-08	2019	8	1	21
